,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
0,Craft Restaurante,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Retiros en la puerta

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito",4.9,219.0,$ 20.000-30.000,Restaurante colombiano,Accesible con silla de ruedas,"6 pm.,6 .",https://wa.me/message/UARA2CWYMEDBP1,Comuna Robledo Restaurantes,302 3839740 ,"Cl. 77DD #92 73, Robledo, Medellín, Robledo, Medellín, Antioquia",6.2870368,-75.5945656
1,CHILADITO,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.5,103.0,$ 10.000-20.000,Restaurante,Accesible con silla de ruedas,"12 pm.,6 .",https://instagram.com/chiladito_robledo?utm_medium=copy_link,Comuna Robledo Restaurantes,320 2874845 ,"Cl 77D #87 - 39, Bello Horizonte, Medellín, Robledo, Medellín, Antioquia",6.284388,-75.5906398
2,Palo de Agua Parrilla Gourmet,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Vino
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.6,640.0,$$,Restaurante mexicano,No accesible con silla de ruedas,"3 pm.,6 .",https://instagram.com/palodeaguagourmet?utm_source=ig_profile_share&igshid=2xhhmraap5po,Comuna Robledo Restaurantes,321 6601378 ,"Cra 69 #73-91, Cordoba, Medellín, Robledo, Medellín, Antioquia",6.2742386,-75.579401
3,CJ del Barrio,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,26.0,,Restaurante,,,,Comuna Robledo Restaurantes,305 3287617 ,"Cl. 78A #93a 46, Aures, Medellín, Robledo, Medellín, Antioquia",6.2891162,-75.5941759
4,La Sazon De Maria (Maria Palitos),"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Solo dinero en efectivo
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se admiten perros en el interior

Se permiten perros afuera",4.4,512.0,$ 10.000-20.000,Restaurante,No accesible con silla de ruedas,"12 pm.,9 pm.",,Comuna Robledo Restaurantes,350 2912146 ,"Cl. 76E #Calle 82 #46, Villa Flora, Medellín, Robledo, Medellín, Antioquia",6.2789814,-75.590507
5,El Ventanal de la Abuela,"Información  Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar

Servicios en el lugar
    Aspectos destacados

Deportes

Música en vivo
    Qué ofrece

Alcohol

Aperitivos

Café

Cerveza

Opciones veganas

Platos orgánicos

Platos vegetarianos
    Opciones del local

Almuerzo

Cena

Servicio en el mostrador

Postres

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Mascotas

Se admiten perros en el interior

Se permiten perros

Se permiten perros afuera",4.7,157.0,$ 10.000-20.000,Restaurante colombiano,,,http://www.facebook.com/elventanaldelaabuela/,Comuna Robledo Restaurantes,305 9170131 ,"Cra. 85A #77bb-16, Bello Horizonte, Medellín, Robledo, Medellín, Antioquia",6.2817069,-75.5899727
6,Restaurante La Parrilla de Don Salami,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Desayuno-almuerzo

Almuerzo

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle",4.6,121.0,$ 10.000-20.000,Restaurante,No accesible con silla de ruedas,"12 pm.,9 pm.",,Comuna Robledo Restaurantes,300 3200364 ,"Cra. 75 #83-13, Luis Lopez de Mesa, Medellín, Robledo, Medellín, Antioquia",6.2841477,-75.5814328
7,Los Quesudos D' Caliche Robledo El Diamante,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Cena

Espacio con asientos
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de débito
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito
    Mascotas

Se permiten perros",4.5,138.0,$ 10.000-20.000,Restaurante,,"6 pm.,6 .",,Comuna Robledo Restaurantes,304 1693335 ,"Cra. 85A #7846, El Diamante, Medellín, Robledo, Medellín, Antioquia",6.2837913,-75.586835
8,La Caranga Restaurante,"Información  Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Café

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños",4.3,250.0,$ 20.000-30.000,Restaurante de comida rápida,,"9 .,6 .",,Comuna Robledo Restaurantes,311 3546496 ,"CL 78B #75-151, Medellín, Robledo, Medellín, Antioquia",6.2805822,-75.5845298
9,Moralitas Robledo,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.7,23.0,,Restaurante de comida rápida,,"3 pm.,6 .",,Comuna Robledo Restaurantes,315 4656151 ,"Cr 64 # 94a 33 050041 Medellín, Robledo, Medellín, Antioquia",6.2805771,-75.6044498
